Nº Ordem Compra;Seq.;Cód Serviço;DESCRIÇÃO PRODUTO OU SERVIÇO;Categoria do Serviço;Complemento da Descrição;Quantidade Pedida;U.M. O.C.;Valor do Rateio;Fornecedor;Fantasia Fornecedor;Projeto;Descr. Projeto;Fase;Descr. Fase;Conta Financeira;Conta Contábil;Usuário Comprador;Setor;Emissão;Consta na base de NF;Lançamentos NF na base (OC+item);Valor Rateio total (OC+item);Valor NF na base (OC+item);Diferença NF - Rateio (OC+item)
150823;;33485;BICO INJETOR MT. CUMMINS QSL 8.9 REF: 5263308;BICO INJETOR MT. CUMMINS QSL 8.9 REF: 28531;;;;;;;;;;;;;;;;NF sem pedido;1;;17956,44;
150825;;21379;ESTICADOR DA CORREIA;ESTICADOR DA CORREIA;;;;;;;;;;;;;;;;NF sem pedido;1;;3392,54;
150825;;35809;CORREIA DO MOTOR POLY M3/P455;CORREIA DO MOTOR POLY M3/P455;;;;;;;;;;;;;;;;NF sem pedido;1;;442,19;
150826;;0054;CAMINHAO MUNCK;CAMINHAO MUNCK;;;;;;;;;;;;;;;;NF sem pedido;2;;2500,0;
150827;;0543;REC. CILINDRO HIDRAULICO PATOLA B250/B300;REC. CILINDRO HIDRAULICO PATOLA B250/B300;;;;;;;;;;;;;;;;NF sem pedido;1;;11980,0;
150831;;40247;FILTRO AR SEM ELEMENTO;FILTRO AR SEM ELEMENTO;;;;;;;;;;;;;;;;NF sem pedido;1;;1000,0;
150832;;10854;FILTRO DE COMBUSTIVEL;FILTRO DE COMBUSTIVEL;;;;;;;;;;;;;;;;NF sem pedido;1;;17,0;
150832;;3952;OLEO MOTOR 5W30 LITRO;OLEO MOTOR 5W30 LITRO;;;;;;;;;;;;;;;;NF sem pedido;1;;175,0;
150832;;39630;FILTRO LUBRIFICANTE FIAT;FILTRO LUBRIFICANTE FIAT;;;;;;;;;;;;;;;;NF sem pedido;1;;16,0;
150832;;39632;FILTRO AR FIAT;FILTRO AR FIAT;;;;;;;;;;;;;;;;NF sem pedido;1;;30,0;
150832;;39634;FILTRO AR CONDICIONADO FIAT;FILTRO AR CONDICIONADO FIAT;;;;;;;;;;;;;;;;NF sem pedido;1;;17,0;
150832;;40244;LANTERNA TRASEIRA TRICOLOR (S/ VIGIA);LANTERNA TRASEIRA TRICOLOR (S/ VIGIA);;;;;;;;;;;;;;;;NF sem pedido;1;;115,0;
150832;;40245;LANTERNA TRASEIRA TRICOLOR (C/ VIGIA);LANTERNA TRASEIRA TRICOLOR (C/ VIGIA);;;;;;;;;;;;;;;;NF sem pedido;1;;115,0;
150833;;40249;FORQUILHA AJUSTE FREIO;FORQUILHA AJUSTE FREIO;;;;;;;;;;;;;;;;NF sem pedido;1;;110,0;
150833;;40250;TUBO NYLON 6MM;TUBO NYLON 6MM;;;;;;;;;;;;;;;;NF sem pedido;1;;31,25;
150834;;40248;FILTRO AR PRIMARIO;FILTRO AR PRIMARIO;;;;;;;;;;;;;;;;NF sem pedido;1;;190,0;
150837;;0043;PRESTACAO DE SERVICO;PRESTAÇÃO DE SERVIÇO;;;;;;;;;;;;;;;;NF sem pedido;1;;2935,0;
150837;;0085;REC. PISTAO HID. DA PATOLA B300;REC. PISTÃO HID. DA PATOLA B300;;;;;;;;;;;;;;;;NF sem pedido;1;;6995,0;
150837;;0088;REC. PISTAO HID. MORSA SM-14;REC. PISTAO HID. MORSA SM-14;;;;;;;;;;;;;;;;NF sem pedido;1;;5564,0;
150837;;0098;REC.EIXO TORATIVO CR 10;REC.EIXO TORATIVO CR 10;;;;;;;;;;;;;;;;NF sem pedido;1;;2808,0;
150837;;0138;REC.CILINDRO HID. DE INCLINACAO DA TORRE B300;REC.CILINDRO HID. DE INCLINAÇÃO DA TORRE B300;;;;;;;;;;;;;;;;NF sem pedido;1;;7192,0;
150837;;0247;REC. PISTAO QUEBRA TUBO;REC. PISTAO QUEBRA TUBO;;;;;;;;;;;;;;;;NF sem pedido;1;;2281,0;
150837;;0514;REC. GUIAGENS DA ESTEIRA DA B250/300;REC. GUIAGENS DA ESTEIRA DA B250/300;;;;;;;;;;;;;;;;NF sem pedido;1;;19774,0;
150837;;0544;SERV. RECUPERACAO EIXO SEXT 130X700;SERV. RECUPERACAO EIXO SEXT 130X700;;;;;;;;;;;;;;;;NF sem pedido;1;;1050,0;
150837;;0545;USINAGEM ACOPLAMENTO BOMBA;USINAGEM ACOPLAMENTO BOMBA;;;;;;;;;;;;;;;;NF sem pedido;1;;1680,0;
150837;;15154;BUCHA EIXO ROTATIVA Ø180XØ170X35MM CONF.DESENHO;BUCHA EIXO ROTATIVA Ø180XØ170X35MM CONF.DESENHO;;;;;;;;;;;;;;;;NF sem pedido;1;;2772,0;
150837;;34779;VARAO C/ ROSCA Ø30X245;VARAO C/ ROSCA Ø30X245;;;;;;;;;;;;;;;;NF sem pedido;1;;5775,0;
150837;;35642;HASTE DO PISTAO ESTICADOR DE ESTEIRA B300/250;HASTE DO PISTAO ESTICADOR DE ESTEIRA B300/250;;;;;;;;;;;;;;;;NF sem pedido;1;;1820,0;
150837;;40098;FLANGE INTERNA DO EIXO FLUTUANTE  GN180E;FLANGE INTERNA DO EIXO FLUTUANTE  GN180E;;;;;;;;;;;;;;;;NF sem pedido;1;;2835,0;
150837;;40099;FLANGE DO EIXO SEXTAVADO GN180E;FLANGE DO EIXO SEXTAVADO GN180E;;;;;;;;;;;;;;;;NF sem pedido;1;;1098,0;
150837;;40271;BUCHA 130XM77,2X2X90;BUCHA 130XM77,2X2X90;;;;;;;;;;;;;;;;NF sem pedido;1;;550,0;
150838;;538;ELETR NCS 71CH 4X450MM CORTE CHANFRO;ELETR NCS 71CH 4X450MM CORTE CHANFRO;;;;;;;;;;;;;;;;NF sem pedido;1;;1959,6;
150839;;0010;SERVICO DE TELECOMUNICACOES;SERVIÇO DE TELECOMUNICAÇÕES;;;;;;;;;;;;;;;;NF sem pedido;1;;690,0;
150841;;37566;"JOGO DE SOQUETE SEXTAVADO 10 A 32MM ENCAIXE 1/2""";"JOGO DE SOQUETE SEXTAVADO 10 A 32MM ENCAIXE 1/2""";;;;;;;;;;;;;;;;NF sem pedido;1;;465,0;
150841;;793;PORCA SEXT M-10;PORCA SEXT M-10;;;;;;;;;;;;;;;;NF sem pedido;1;;22,0;
150841;;842;PARAF CC SEXT M10X60MM ROSC PARCI ACO 8.8;PARAF CC SEXT M10X60MM ROSC PARCI ACO 8.8;;;;;;;;;;;;;;;;NF sem pedido;1;;44,8;
150841;;843;PARAF CC SEXT M10X70MM ROSC PARCI ACO 8.8;PARAF CC SEXT M10X70MM ROSC PARCI ACO 8.8;;;;;;;;;;;;;;;;NF sem pedido;1;;13,0;
150849;;35129;ESM F GRAFITE CLARO 3,6L SUVINIL;ESM F GRAFITE CLARO 3,6L SUVINIL;;;;;;;;;;;;;;;;NF sem pedido;1;;319,2;
150849;;35615;ROLO ESPUMA 9CM 1341 TIGRE;ROLO ESPUMA 9CM 1341 TIGRE;;;;;;;;;;;;;;;;NF sem pedido;1;;82,5;
150849;;35790;ESM BRANCO SOLVENTE 3,6 ULTRA;ESM BRANCO SOLVENTE 3,6 ULTRA;;;;;;;;;;;;;;;;NF sem pedido;1;;1499,0;
150849;;6607;"TRINCHA 1.1/2"" TIGRE";"TRINCHA 1.1/2"" TIGRE";;;;;;;;;;;;;;;;NF sem pedido;1;;75,0;
150850;;19438;FITA GUIA TEFLON BRONZE -2,5X15X200MM;FITA GUIA TEFLON BRONZE -2,5X15X200MM;;;;;;;;;;;;;;;;NF sem pedido;1;;130,0;
150850;;19440;GAXETA PARKER - REF 18701750-375 B;GAXETA PARKER - REF 18701750-375 B;;;;;;;;;;;;;;;;NF sem pedido;1;;280,0;
150850;;21217B;GAXETA PARKER 6.3940-5512-472B;GAXETA PARKER 6.3940-5512-472B;;;;;;;;;;;;;;;;NF sem pedido;1;;78,0;
150850;;21857B;RASPADOR 66D 4331 P3263;RASPADOR 66D 4331 P3263;;;;;;;;;;;;;;;;NF sem pedido;1;;42,0;
150850;;25019;FITA GUIA TEFLON/BRONZE 2,5 X 8 X 476 MM;FITA GUIA TEFLON/BRONZE 2,5 X 8 X 476 MM;;;;;;;;;;;;;;;;NF sem pedido;1;;221,0;
150850;;35015;ORING 2-453;ORING 2-453;;;;;;;;;;;;;;;;NF sem pedido;1;;48,0;
150850;;35027;PARBAK 8237;PARBAK 8237;;;;;;;;;;;;;;;;NF sem pedido;1;;16,0;
150850;;35030;ORING 2-230;ORING 2-230;;;;;;;;;;;;;;;;NF sem pedido;1;;7,0;
150850;;35965;ORING 1-280;ORING 1-280;;;;;;;;;;;;;;;;NF sem pedido;1;;25,0;
150850;;35966;ORING 6 -723;ORING 6 -723;;;;;;;;;;;;;;;;NF sem pedido;1;;18,0;
150850;;35968;ORING 3 -916;ORING 3 -916;;;;;;;;;;;;;;;;NF sem pedido;1;;84,0;
150850;;38246;PARBAK  8-447;PARBAK  8-447;;;;;;;;;;;;;;;;NF sem pedido;1;;40,0;
150850;;39335;ORING 2-254;ORING 2-254;;;;;;;;;;;;;;;;NF sem pedido;1;;14,0;
150851;;21283B;BOTA DE COURO N38 C/BICO DE ACO CA 28030;BOTA DE COURO N38 C/BICO DE ACO CA 28030;;;;;;;;;;;;;;;;NF sem pedido;3;;473,45;
150851;;21284B;CAPACETE AZUL CA 12389;CAPACETE AZUL CA 12389;;;;;;;;;;;;;;;;NF sem pedido;1;;49,0;
150851;;25981;CAPACETE CINZA V-GARD ABA TOTAL C/CARN. E  JUGULAR;CAPACETE CINZA C/CARN. E  JUGULAR C.A 8304;;;;;;;;;;;;;;;;NF sem pedido;1;;588,0;
150851;;27429;BOTA ACQUA FORT CL PRETA PALM.ACO CB 40 BRACOL;BOTA ACQUA FORT CL PRETA PALM.ACO CB 40 BRACOL;;;;;;;;;;;;;;;;NF sem pedido;1;;1079,4;
150851;;27431;BOTA ACQUA FORT CL PRETA PALM.ACO CB 41 BRACOL;BOTA ACQUA FORT CL PRETA PALM.ACO CB 41 BRACOL;;;;;;;;;;;;;;;;NF sem pedido;1;;1259,3;
150851;;27432;BOTA ACQUA FORT CL PRETA PALM.ACO CB 42 BRACOL;BOTA ACQUA FORT CL PRETA PALM.ACO CB 42 BRACOL;;;;;;;;;;;;;;;;NF sem pedido;1;;1799,0;
150851;;27433;BOTA ACQUA FORT CL PRETA PALM.ACO CB 43 BRACOL;BOTA ACQUA FORT CL PRETA PALM.ACO CB 43 BRACOL;;;;;;;;;;;;;;;;NF sem pedido;1;;539,7;
150851;;27434;BOTA ACQUA FORT CL PRETA PALM.ACO CB 44 BRACOL;BOTA ACQUA FORT CL PRETA PALM.ACO CB 44 BRACOL;;;;;;;;;;;;;;;;NF sem pedido;1;;179,9;
150851;;30737;PROTETOR FACIL CATRACA CARBOGRAFITE T200 VERDE;PROTETOR FACIL CATRACA CARBOGRAFITE T200 VERDE;;;;;;;;;;;;;;;;NF sem pedido;1;;252,0;
150851;;31476;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 40 CA 34233;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 40 CA 34233;;;;;;;;;;;;;;;;NF sem pedido;2;;1659,5;
150851;;31477;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 41 CA 34233;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 41 CA 34233;;;;;;;;;;;;;;;;NF sem pedido;2;;1659,5;
150851;;31478;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 42 CA 34233;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 42 CA 34233;;;;;;;;;;;;;;;;NF sem pedido;2;;2987,1;
150851;;31480;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 44 CA 34233;BOTA ECOBOOTS PU CANO LONGO PRETA Nº 44 CA 34233;;;;;;;;;;;;;;;;NF sem pedido;2;;995,6999999999999;
150851;;33346;BOTA ECOBOOTS LONGA CA 34233 N 43;BOTA ECOBOOTS LONGA CA 34233 N 43;;;;;;;;;;;;;;;;NF sem pedido;2;;1991,4;
150851;;35;BOTA DE COURO N39 S/BICO BRACOL CA32807;BOTA DE COURO N39 S/BICO BRACOL CA32807;;;;;;;;;;;;;;;;NF sem pedido;1;;179,9;
150851;;37;BOTA DE COURO N41 S/B BRACOL CA32807;BOTA DE COURO N41 S/B BRACOL CA32807;;;;;;;;;;;;;;;;NF sem pedido;2;;1076,35;
150851;;38;BOTA DE COURO N42 S/B BRACOL CA41419;BOTA DE COURO N42 S/B BRACOL CA41419;;;;;;;;;;;;;;;;NF sem pedido;2;;1957,0;
150851;;39;BOTA DE COURO N43 S/B BRACOL CA41419;BOTA DE COURO N43 S/B BRACOL CA41419;;;;;;;;;;;;;;;;NF sem pedido;2;;1076,35;
150851;;39087;CAPACETE  FRONTAL MARROM;CAPACETE  FRONTAL MARROM;;;;;;;;;;;;;;;;NF sem pedido;1;;392,0;
150851;;40;BOTA DE COURO Nº 44;BOTA DE COURO N44 S/B BRACOL C.A 32807;;;;;;;;;;;;;;;;NF sem pedido;1;;293,55;
150851;;43;BOTA BORRAC N40 CANO 38CM EXT.LONG.SETE LEG.TRATO;BOTA BORRAC N40 CANO 38CM EXT.LONG.SETE LEG.TRATO;;;;;;;;;;;;;;;;NF sem pedido;2;;1174,2;
150851;;5924;MASCARA SMI FACIAL MOLDEX  PFF2-REF. 2307-Ca11.010;MASCARA SMI FACIAL MOLDEX  PFF2-REF. 2307-Ca11.010;;;;;;;;;;;;;;;;NF sem pedido;1;;840,0;
150851;;66;CAPACETE AZUL ( CA 498 );CAPACETE AZUL ( CA 498 );;;;;;;;;;;;;;;;NF sem pedido;2;;637,0;
150851;;67;CAPACETE BRAN.C/CARNE. E JUGUL. MSA CA 8304;CAPACETE BRAN.C/CARNE. E JUGUL. MSA CA 8304;;;;;;;;;;;;;;;;NF sem pedido;2;;637,0;
150851;;6976;LUVA VAQUETA - PETROLEIRA C.A 19856;LUVA VAQUETA - PETROLEIRA C.A 19856;;;;;;;;;;;;;;;;NF sem pedido;1;;1045,0;
150851;;7760;BOTA DE COURO N39 50B22 A VEL FLC PRETO MARLUVAS;BOTA DE COURO N39 50B22 A VEL FLC PRETO MARLUVAS;;;;;;;;;;;;;;;;NF sem pedido;1;;195,7;
150853;;27435;CAPA MCA PVC AMARELA COM REFLETIVO GG;CAPA MCA PVC AMARELA COM REFLETIVO GG;;;;;;;;;;;;;;;;NF sem pedido;1;;930,0;
150853;;27436;CAPA MCA PVC AMARELA COM REFLETICO G;CAPA MCA PVC AMARELA COM REFLETICO G;;;;;;;;;;;;;;;;NF sem pedido;1;;496,0;
150853;;27553;CAPA MCA PVC AMARELO COM REFLETIVO G;CAPA MCA PVC AMARELO COM REFLETIVO G;;;;;;;;;;;;;;;;NF sem pedido;1;;310,0;
150854;;17236;VARETA VALULA 3964715;VARETA VALULA 3964715;;;;;;;;;;;;;;;;NF sem pedido;1;;887,76;
150854;;17830;JG JUNTAS CUMMINS 5294895;JG JUNTAS CUMMINS 5294895;;;;;;;;;;;;;;;;NF sem pedido;1;;2540,0;
150854;;21011;PISTAO - REF.4089963;PISTAO - REF.4089963;;;;;;;;;;;;;;;;NF sem pedido;1;;18705,12;
150854;;28302;CONJUNTO DA ALAVANCA 5253887;CONJUNTO DA ALAVANCA 5253887;;;;;;;;;;;;;;;;NF sem pedido;1;;1800,0;
150854;;36066;CAMISA CILINDRO 3800328;CAMISA CILINDRO 3800328;;;;;;;;;;;;;;;;NF sem pedido;1;;3960,0;
150854;;37853;JG JUNTA SUP MT. CUMMINS QSC 8.3 REF: 5579030;JG JUNTA SUP MT. CUMMINS QSC 8.3 REF: 5579030;;;;;;;;;;;;;;;;NF sem pedido;1;;3308,0;
150855;;0032;PRESTACAO DE SERVICOS TERCEIRIZADOS;PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS;;;;;;;;;;;;;;;;NF sem pedido;1;;1974,9;
150855;;40277;CABO VOLVO PENTA 1 3151 T28;CABO VOLVO PENTA 1 3151 T28;;;;;;;;;;;;;;;;NF sem pedido;1;;904,81;
150855;;40278;CABO VOLVO PENTA 2 3151 T29A + ADAPTADOR DE 8 VIAS;CABO VOLVO PENTA 2 3151 T29A + ADAPTADOR DE 8 VIAS;;;;;;;;;;;;;;;;NF sem pedido;1;;1505,1;
150855;;40279;CABO SCANIA ENGINE 3151 T 60;CABO SCANIA ENGINE 3151 T 60;;;;;;;;;;;;;;;;NF sem pedido;1;;600,3;
150855;;40280;CABO DEUTZ 3151 T 27;CABO DEUTZ 3151 T 27;;;;;;;;;;;;;;;;NF sem pedido;1;;1226,7;
150855;;40281;CABO CUMMINS PARA APLICACAO INDUSTRIAL ENGINE 3151;CABO CUMMINS PARA APLICACAO INDUSTRIAL ENGINE 3151;;;;;;;;;;;;;;;;NF sem pedido;1;;809,1;
150855;;40282;KIT DE ALIMENTACAO TRUCK E OHW VERSAO 2 PARA NAVIGATOR TXT MULTIHUB;KIT DE ALIMENTACAO TRUCK E OHW VERSAO 2 PARA NAVIGATOR TXT MULTIHUB;;;;;;;;;;;;;;;;NF sem pedido;1;;1157,1;
150855;;40286;ADAPTADOR OBD DEUTSCH 9 VIAS TIPO II;ADAPTADOR OBD DEUTSCH 9 VIAS TIPO II;;;;;;;;;;;;;;;;NF sem pedido;1;;417,6;
150855;;40287;NAVIGATOR TXT MULTIHUB COM SW IDC6 PLUS OHW PARA PC BASICO;NAVIGATOR TXT MULTIHUB COM SW IDC6 PLUS OHW PARA PC BASICO;;;;;;;;;;;;;;;;NF sem pedido;1;;25021,2;
150856;;23674;PORTA BOCAL M8 MB 406;PORTA BOCAL M8 MB 406;;;;;;;;;;;;;;;;NF sem pedido;1;;435,0;
150857;;23673;BOCAL COBRE MIG ME 516 16MM;BOCAL COBRE MIG ME 516 16MM;;;;;;;;;;;;;;;;NF sem pedido;4;;440,0;
150857;;31319;BICO CONTATO MIG 1,2 M8X30;BICO CONTATO MIG 1,2 M8X30;;;;;;;;;;;;;;;;NF sem pedido;1;;170,0;
150858;;40283;"MANG Ø1.1/4"" 350BAR 4SH 12000MM X FGR M42T30 (2)";"MANG Ø1.1/4"" 350BAR 4SH 12000MM X FGR M42T30 (2)";;;;;;;;;;;;;;;;NF sem pedido;1;;2204,0;
150858;;40284;"MANG Ø1.1/4"" 350BAR 4SH 10000MM X FGR M42T30 (2)";"MANG Ø1.1/4"" 350BAR 4SH 10000MM X FGR M42T30 (2)";;;;;;;;;;;;;;;;NF sem pedido;1;;1874,0;
150861;;0061;PRANCHA RETA COM RAMPA 2 EIXOS;PRANCHA RETA COM RAMPA 2 EIXOS;;;;;;;;;;;;;;;;NF sem pedido;1;;3500,0;
150862;;0051;CARRETA EXTENSIVA;CARRETA EXTENSIVA;;;;;;;;;;;;;;;;NF sem pedido;1;;11000,0;
150863;;0051;CARRETA EXTENSIVA;CARRETA EXTENSIVA;;;;;;;;;;;;;;;;NF sem pedido;1;;11000,0;
150864;;0018;SERVICO DE MONITORAMENTO E SEGURANCA;SERVICO DE MONITORAMENTO E SEGURANCA;;;;;;;;;;;;;;;;NF sem pedido;1;;11800,0;
150865;;15899;PARAF CC SEXT M24X200 ROSCA PARCIAL CLASSE 10.9;PARAF CC SEXT M24X200 ROSCA PARCIAL CLASSE 10.9;;;;;;;;;;;;;;;;NF sem pedido;1;;4473,0;
150865;;4102;PORCA SEXT M24;PORCA SEXT M24;;;;;;;;;;;;;;;;NF sem pedido;1;;255,6;
150865;;4671;PORCA SEXT PARL T NYLON M20;PORCA SEXT PARL T NYLON M20;;;;;;;;;;;;;;;;NF sem pedido;1;;553,8;
150865;;6134;PORCA SEXT PARL T NYLON M20 UNF;PORCA SEXT PARL T NYLON M20 UNF;;;;;;;;;;;;;;;;NF sem pedido;1;;117,15;
150865;;7119;PARAF CC SEXT M24X130MM ROSC PARCI ACO 10.8;PARAF CC SEXT M24X130MM ROSC PARCI ACO 10.8;;;;;;;;;;;;;;;;NF sem pedido;1;;549,54;
150866;;0033;PRESTACAO DE SERVICO EM VEICULOS;PRESTACAO DE SERVICO EM VEICULOS;;;;;;;;;;;;;;;;NF sem pedido;1;;1010,0;
150867;;19618;"ACO 6"" RET IMP SAE 1045 152.40MM";"ACO 6"" RET IMP SAE 1045 152.40MM";;;;;;;;;;;;;;;;NF sem pedido;1;;5141,0;
150868;;17563;ESMALTE CINZA CLARO VW PU M30-68 DILUIDO;ESMALTE CINZA CLARO VW PU M30-68 DILUIDO;;;;;;;;;;;;;;;;NF sem pedido;1;;197,61;
150868;;3224;TINTA ESM SINTETICO PRETO FOSCO C/3,6ML;TINTA ESM SINTETICO PRETO FOSCO C/3,6ML;;;;;;;;;;;;;;;;NF sem pedido;1;;264,0;
150868;;33307;ROLO POLIESTER 9CM AMARELO;ROLO POLIESTER 9CM AMARELO;;;;;;;;;;;;;;;;NF sem pedido;1;;110,0;
150868;;35793;THINNER 5 L 5000;THINNER 5 L 5000;;;;;;;;;;;;;;;;NF sem pedido;1;;479,4;
150869;;0009;HOSPEDAGEM;HOSPEDAGEM;;;;;;;;;;;;;;;;NF sem pedido;1;;5000,0;
150871;;0032;PRESTACAO DE SERVICOS TERCEIRIZADOS;PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS;;;;;;;;;;;;;;;;NF sem pedido;1;;2200,0;
150873;;0019;SERVICO PRESTADO EM OBRA;SERVIÇO PRESTADO EM OBRA;;;;;;;;;;;;;;;;NF sem pedido;1;;6025,17;
150874;;12;DETERGENTE 500 ML;DETERGENTE 500 ML;;;;;;;;;;;;;;;;NF sem pedido;2;;244,4;
150874;;14725;VASSOURA GARI 60CM;VASSOURA GARI 60CM;;;;;;;;;;;;;;;;NF sem pedido;1;;45,0;
150874;;21890B;PAPEL TOALHA 2 DOBRA BRANCO C/1250FL;PAPEL TOALHA 2 DOBRA BRANCO C/1250FL;;;;;;;;;;;;;;;;NF sem pedido;1;;3300,0;
150874;;22015B;COPO P/ AGUA 200ML PCT C/ 100UN;COPO P/ AGUA 200ML PCT C/ 100UN;;;;;;;;;;;;;;;;NF sem pedido;1;;2750,0;
150874;;25476;SACO DE LIXO 200LTS;SACO DE LIXO 200LTS;;;;;;;;;;;;;;;;NF sem pedido;1;;360,0;
150874;;26;ESPONJA LIMPEZA DUPLA FACE;ESPONJA LIMPEZA DUPLA FACE;;;;;;;;;;;;;;;;NF sem pedido;1;;18,0;
150874;;27;SACO DE LIXO PT 60LTS;SACO DE LIXO PT 60LTS;;;;;;;;;;;;;;;;NF sem pedido;1;;189,0;
150874;;33626;VEJA PERFUMES LAVANDA DA FRANCA 2L;VEJA PERFUMES LAVANDA DA FRANCA 2L;;;;;;;;;;;;;;;;NF sem pedido;1;;44,1;
150874;;35192;DESINFETANTE PINHO BRIL CAMPOS DE LAVANDA 500ML;DESINFETANTE PINHO BRIL CAMPOS DE LAVANDA 500ML;;;;;;;;;;;;;;;;NF sem pedido;1;;151,2;
150874;;35763;AGUA SANITARIA 1L BARRA;AGUA SANITARIA 1L BARRA;;;;;;;;;;;;;;;;NF sem pedido;1;;160,0;
150875;;40299;GRAMPO FIXACAO 20X65MM;GRAMPO FIXACAO 20X65MM;;;;;;;;;;;;;;;;NF sem pedido;1;;1347,07;
150875;;40300;GRAMPO FIXACAO 34X100MM;GRAMPO FIXACAO 34X100MM;;;;;;;;;;;;;;;;NF sem pedido;1;;1334,56;
150876;;40290;CHAPA A36 3/4 X102X400 CONFORME DESENHO POS 4;CHAPA A36 3/4 X102X400 CONFORME DESENHO POS 4;;;;;;;;;;;;;;;;NF sem pedido;1;;264,49;
150876;;40291;CHAPA A36 3/4 X132X400  CONFORME DESENHO POS 2;CHAPA A36 3/4 X132X400  CONFORME DESENHO POS 2;;;;;;;;;;;;;;;;NF sem pedido;1;;342,29;
150876;;40292;CHAPA A36 3/4 X200X270  CONFORME DESENHO POS 3;CHAPA A36 3/4 X200X270  CONFORME DESENHO POS 3;;;;;;;;;;;;;;;;NF sem pedido;1;;350,06;
150876;;40293;CHAPA A36 1 X202X610 CONFORME DESENHO POS 1;CHAPA A36 1 X202X610 CONFORME DESENHO POS 1;;;;;;;;;;;;;;;;NF sem pedido;1;;3195,26;
150876;;40294;CHAPA A36 3/4 X167X300 CONFORME DESENHO POS 17;CHAPA A36 3/4 X167X300 CONFORME DESENHO POS 17;;;;;;;;;;;;;;;;NF sem pedido;1;;649,57;
150876;;40295;CHAPA A36 5/8 X300X395 CONFORME DESENHO POS 8;CHAPA A36 5/8 X300X395 CONFORME DESENHO POS 8;;;;;;;;;;;;;;;;NF sem pedido;1;;1280,8;
150877;;11285;"VIGA ""U"" 4"" X 6000 MM 1ª ALMA";"VIGA ""U"" 4"" X 6000 MM 1ª ALMA";;;;;;;;;;;;;;;;NF sem pedido;1;;6156,6;
150877;;21834;"FERRO CHATO SAE 1045 3/8""X2""X6000 MM";"FERRO CHATO SAE 1045 3/8""X2""X6000 MM";;;;;;;;;;;;;;;;NF sem pedido;1;;3621,38;
150877;;6762;TUBO QUADRADO 40X40X2,65X6000 MM;TUBO QUADRADO 40X40X2,65X6000 MM;;;;;;;;;;;;;;;;NF sem pedido;1;;6415,61;
150879;;0016;SERVICO GRAFICO;SERVIÇO GRÁFICO;;;;;;;;;;;;;;;;NF sem pedido;1;;1410,0;
150880;;40296;EIXO ARTICULACAO;EIXO ARTICULACAO;;;;;;;;;;;;;;;;NF sem pedido;1;;721,0;
150880;;40297;MANCAL REDUTOR;MANCAL REDUTOR;;;;;;;;;;;;;;;;NF sem pedido;1;;1425,0;
150880;;40298;CONJUNTO LIMPADOR CAVACO;CONJUNTO LIMPADOR CAVACO;;;;;;;;;;;;;;;;NF sem pedido;1;;901,0;
150880;;40299;GRAMPO FIXACAO 20X65MM;GRAMPO FIXACAO 20X65MM;;;;;;;;;;;;;;;;NF sem pedido;1;;108,72;
150881;;39393;BANCO BASIC C/ BASE HUN - MAXIMUS;BANCO BASIC C/ BASE HUN - MAXIMUS;;;;;;;;;;;;;;;;NF sem pedido;1;;9033,17;
150882;;1009;DESINGRIPANTE WD-40 C/300 ML;DESINGRIPANTE WD-40 C/300 ML;;;;;;;;;;;;;;;;NF sem pedido;1;;550,0;
150882;;1143;LIMPA CONTATO ELETRICO ULTRA LUB  C/300ML;LIMPA CONTATO ELETRICO ULTRA LUB  C/300ML;;;;;;;;;;;;;;;;NF sem pedido;1;;300,0;
150882;;21800B;ADESIVO LOCTITE 243 50GR;ADESIVO LOCTITE 243 50GR;;;;;;;;;;;;;;;;NF sem pedido;1;;1013,2;
150884;;0001;CONSERTO;CONSERTO;;;;;;;;;;;;;;;;NF sem pedido;1;;2718,0;
150884;;0453;TESTE DINAMOMETRO EM MOTOR DIESEL;TESTE DINAMOMETRO EM MOTOR DIESEL;;;;;;;;;;;;;;;;NF sem pedido;1;;3462,5;
150885;;40257;CONTATOR TRIP CHINT NXC-185 185A 220VCA 1NA+1NF;CONTATOR TRIP CHINT NXC-185 185A 220VCA 1NA+1NF;;;;;;;;;;;;;;;;NF sem pedido;1;;1268,0;
150886;;23049;TINTA ESM SINT VERMELHO RUBI VOLVO 2000 18LT;TINTA ESM SINT VERMELHO RUBI VOLVO 2000 18LT;;;;;;;;;;;;;;;;NF sem pedido;1;;3308,5;
150887;;24627;MALETA;MALETA;;;;;;;;;;;;;;;;NF sem pedido;1;;149,0;
150887;;35854;MOUSE SEM FIO 1600DPI MWR550;MOUSE SEM FIO 1600DPI MWR550;;;;;;;;;;;;;;;;NF sem pedido;1;;56,0;
150888;;0032;PRESTACAO DE SERVICOS TERCEIRIZADOS;PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS;;;;;;;;;;;;;;;;NF sem pedido;1;;11020,0;
