Nº Ordem Compra;Seq.;Cód Serviço;DESCRIÇÃO PRODUTO OU SERVIÇO;Categoria do Serviço;Complemento da Descrição;Quantidade Pedida;U.M. O.C.;Valor do Rateio;Fornecedor;Fantasia Fornecedor;Projeto;Descr. Projeto;Fase;Descr. Fase;Conta Financeira;Conta Contábil;Usuário Comprador;Setor;Emissão;Consta na base de NF;Lançamentos NF na base (OC+item);Valor Rateio total (OC+item);Valor NF na base (OC+item);Diferença NF - Rateio (OC+item)
33543;2;0046;PASSAGENS;PASSAGENS;PASSAGENS- JORGE SANTANA;1,0;SV;918,38;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-09 00:00:00;Sim;3;2459,84;2459,84;0,0
33543;3;0046;PASSAGENS;PASSAGENS;PASSAGENS- JORGE SANTANA;1,0;SV;712,63;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-09 00:00:00;Sim;3;2459,84;2459,84;0,0
33543;4;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE - RENIVAL FERREIRA;1,0;SV;8148,0;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-09 00:00:00;Sim;1;8148,0;8148,0;0,0
33543;5;0042;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;1,0;SV;361,19;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-09 00:00:00;Sim;1;361,19;361,19;0,0
33544;1;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE - PAULO HENRIQUE;1,0;SV;263,9;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-09 00:00:00;Sim;3;848,5999999999999;848,5999999999999;0,0
33544;2;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE - PAULO HENRIQUE;1,0;SV;220,0;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-09 00:00:00;Sim;3;848,5999999999999;848,5999999999999;0,0
33544;3;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE - PAULO HENRIQUE;1,0;SV;364,7;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-09 00:00:00;Sim;3;848,5999999999999;848,5999999999999;0,0
33546;1;0026;;MULTAS E TAXAS;MULTAS E TAXAS - GUILHERME RIBEIRO;1,0;SV;124,96;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2700;3760;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-09 00:00:00;Não;0;124,96;;
33561;1;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;1,0;SV;200,0;17163594;HOTEL SAO FRANCISCO DE ICARAI LTDA;10088;CURY CAMINHOS GUANABARA;1;Hélice Contínua;2650;3235;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-14 00:00:00;Sim;1;200,0;200,0;0,0
33568;1;0031;LOCACAO DE CILINDROS;LOCAÇÃO DE CILINDROS;LOCAÇÃO DE CILINDROS ACETILENO;1,0;UN;80,0;17163929;OXISOLDA;10050;FORTES - ARAUCO;1;Hélice Contínua;1348;3232;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-16 00:00:00;Sim;2;240,0;240,0;0,0
33568;2;0031;LOCACAO DE CILINDROS;LOCAÇÃO DE CILINDROS;LOCAÇÃO DE CILINDROS OXIGÊNIO;2,0;UN;160,0;17163929;OXISOLDA;10050;FORTES - ARAUCO;1;Hélice Contínua;1348;3232;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-16 00:00:00;Sim;2;240,0;240,0;0,0
33569;1;0026;;MULTAS E TAXAS;MULTAS E TAXAS -  DENIS PERERIRA ( AVARIAS);1,0;SV;172,5;16161604;CTS VIAGENS;10050;FORTES - ARAUCO;1;Hélice Contínua;2890;3550;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-16 00:00:00;Não;0;172,5;;
33572;1;0046;PASSAGENS;PASSAGENS;PASSAGENS - FERNANDO BLAAS;1,0;SV;4578,8;16161604;CTS VIAGENS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;1305;3112;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-16 00:00:00;Sim;1;4578,8;4578,8;0,0
33572;2;0042;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;1,0;SV;115,7;16161604;CTS VIAGENS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;1352;3168;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-16 00:00:00;Sim;1;115,7;115,7;0,0
33575;1;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;12,0;SV;1776,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;5;6216,0;6216,0;0,0
33575;2;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;12,0;SV;1776,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;5;6216,0;6216,0;0,0
33575;3;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;4,0;SV;420,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;3;1890,0;1890,0;0,0
33575;4;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;12,0;SV;1776,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;5;6216,0;6216,0;0,0
33575;5;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;5,0;SV;740,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;5;6216,0;6216,0;0,0
33575;6;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;12,0;SV;1260,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;3;1890,0;1890,0;0,0
33575;7;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;2,0;SV;210,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;3;1890,0;1890,0;0,0
33575;8;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;1,0;SV;148,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;5;6216,0;6216,0;0,0
33575;9;0329;CONSUMIVEIS DE HOSPEDAGENS;CONSUMÍVEIS DE HOSPEDAGENS;CONSUMÍVEIS DE HOSPEDAGENS/ÁGUA;140,0;SV;560,0;16015603;HOTEL VITORIA LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-19 00:00:00;Sim;1;560,0;560,0;0,0
33578;1;0046;PASSAGENS;PASSAGENS;PASSAGENS - CRISTIANE APARECIDA;1,0;SV;1413,5;16161604;CTS VIAGENS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-19 00:00:00;Sim;1;1413,5;1413,5;0,0
33578;2;0042;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;1,0;SV;53,6;16161604;CTS VIAGENS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-19 00:00:00;Sim;1;53,6;53,6;0,0
33579;1;0046;PASSAGENS;PASSAGENS;PASSAGENS - THYAGO RONNEY;1,0;SV;1079,3;16161604;CTS VIAGENS;10050;FORTES - ARAUCO;1;Hélice Contínua;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-19 00:00:00;Sim;3;3954,7200000000003;3954,7200000000003;0,0
33579;2;0046;PASSAGENS;PASSAGENS;PASSAGENS - PEDRO DUQUE;1,0;SV;1079,26;16161604;CTS VIAGENS;10050;FORTES - ARAUCO;1;Hélice Contínua;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-19 00:00:00;Sim;3;3954,7200000000003;3954,7200000000003;0,0
33579;3;0046;PASSAGENS;PASSAGENS;PASSAGENS - MANUELA GOMES;1,0;SV;1796,16;16161604;CTS VIAGENS;10050;FORTES - ARAUCO;1;Hélice Contínua;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-19 00:00:00;Sim;3;3954,7200000000003;3954,7200000000003;0,0
33579;4;0042;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;TAXA ADMINISTRATIVA;1,0;SV;232,56;16161604;CTS VIAGENS;10050;FORTES - ARAUCO;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-19 00:00:00;Sim;1;232,56;232,56;0,0
33590;1;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 02;1,0;SV;6500,0;17163539;HOTEL MEDEIROS LTDA;10067;RIO VERDE - ARAUCO;1;Hélice Contínua;2650;3235;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-21 00:00:00;Sim;3;42560,0;42560,0;0,0
33590;2;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 04;1,0;SV;22560,0;17163539;HOTEL MEDEIROS LTDA;10067;RIO VERDE - ARAUCO;1;Hélice Contínua;2650;3235;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-21 00:00:00;Sim;3;42560,0;42560,0;0,0
33590;3;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 05;1,0;SV;13500,0;17163539;HOTEL MEDEIROS LTDA;10067;RIO VERDE - ARAUCO;1;Hélice Contínua;2650;3235;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-21 00:00:00;Sim;3;42560,0;42560,0;0,0
33598;1;0025;SERVICO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;1,0;SV;1953,0;17162191;SUZANA TELES DA SILVA MOURA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;1323;3043;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;1953,0;1953,0;0,0
33599;1;0026;;MULTAS E TAXAS;MULTAS E TAXAS - (ÁGUA) MARCOS DIONE;1,0;SV;25,5;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;534,22;;
33599;2;0046;PASSAGENS;PASSAGENS;PASSAGENS - JOSE RAIMUNDO;1,0;SV;1255,07;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;5739,429999999999;5739,429999999999;0,0
33599;3;0046;PASSAGENS;PASSAGENS;PASSAGENS - THIAGO NUNES;1,0;SV;4484,36;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;5739,429999999999;5739,429999999999;0,0
33599;4;0026;;MULTAS E TAXAS;MULTAS E TAXAS - PASSAGEM THIAGO;1,0;SV;50,0;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;534,22;;
33599;5;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO - ALYSON MARTINS;3,0;SV;1935,9;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;2581,2;2581,2;0,0
33599;6;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO- ALYSON MARTINS;1,0;SV;645,3;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;2581,2;2581,2;0,0
33599;7;0026;;MULTAS E TAXAS;MULTAS E TAXAS;1,0;SV;77,4402;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;534,22;;
33599;7;0026;;MULTAS E TAXAS;MULTAS E TAXAS;1,0;SV;381,2798;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;534,22;;
33600;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - JOSE ROGERIO;1,0;LOC;3774,9;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;3;8087,4;8087,4;0,0
33600;2;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - CLAUDIO DA ENCARNAÇÃO;1,0;LOC;2549,7;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;3;8087,4;8087,4;0,0
33600;3;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - EDINAILSON SILVA;1,0;LOC;1762,8;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;3;8087,4;8087,4;0,0
33600;4;0026;;MULTAS E TAXAS;MULTAS E TAXAS - PRORROGAÇÃO E SEM  PARAR;1,0;SV;1137,4609;16013061;R3 VIAGENS TURISMO E EVENTOS;10079;ARGO - KALENA_ES;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;2584,51;;
33600;4;0026;;MULTAS E TAXAS;MULTAS E TAXAS - PRORROGAÇÃO E SEM  PARAR;1,0;SV;1447,0491;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;2584,51;;
33601;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - JORGE SANTANA;1,0;LOC;2870,4;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;2870,4;2870,4;0,0
33602;1;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 01;1,0;SV;22320,0;17164287;PRIME HOSPEDAGEM EMPRESARIAL;30032;ÁPIA - SAMARCO MARIANA_MG;7;Estaca Raiz;2650;3235;Rafael Moura   Matricula 1205 Geofix;Estaca Raiz;2026-01-26 00:00:00;Sim;3;57939,0;57939,0;0,0
33602;2;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 02;1,0;SV;20925,0;17164287;PRIME HOSPEDAGEM EMPRESARIAL;30032;ÁPIA - SAMARCO MARIANA_MG;7;Estaca Raiz;2650;3235;Rafael Moura   Matricula 1205 Geofix;Estaca Raiz;2026-01-26 00:00:00;Sim;3;57939,0;57939,0;0,0
33602;3;0009;HOSPEDAGEM;HOSPEDAGEM;HOSPEDAGEM CASA 03;1,0;SV;14694,0;17164287;PRIME HOSPEDAGEM EMPRESARIAL;30032;ÁPIA - SAMARCO MARIANA_MG;7;Estaca Raiz;2650;3235;Rafael Moura   Matricula 1205 Geofix;Estaca Raiz;2026-01-26 00:00:00;Sim;3;57939,0;57939,0;0,0
33603;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - LUIZ PICCOLO;1,0;LOC;1669,2;16013061;R3 VIAGENS TURISMO E EVENTOS;30038;REM - SCENA;6;Tirantes;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;1669,2;1669,2;0,0
33603;2;0026;;MULTAS E TAXAS;MULTAS E TAXAS - PROTEÇÃO E PEDÁGIO;1,0;SV;1358,47;16013061;R3 VIAGENS TURISMO E EVENTOS;30038;REM - SCENA;6;Tirantes;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Não;0;1358,47;;
33604;1;0046;PASSAGENS;PASSAGENS;PASSAGENS - GIULIANO OLIVEIRA;1,0;SV;2587,95;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Sim;2;5148,9;5148,9;0,0
33604;2;0046;PASSAGENS;PASSAGENS;PASSAGENS - DIEGO CARDOSO;1,0;SV;2560,95;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Sim;2;5148,9;5148,9;0,0
33604;4;0026;;MULTAS E TAXAS;MULTAS E TAXAS - ALTERAÇÕES;1,0;SV;1103,7;16013061;R3 VIAGENS TURISMO E EVENTOS;800;PROJETO NÃO UTILIZAR;1;Não Utilizar;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Não;0;1103,7;;
33607;1;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE - BENNY SILVA;1,0;SV;728,0;16013061;R3 VIAGENS TURISMO E EVENTOS;102;BRASFIX;1;Geral;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Sim;1;728,0;728,0;0,0
33607;2;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO -BENNY SILVA;1,0;LOC;1232,0;16013061;R3 VIAGENS TURISMO E EVENTOS;102;BRASFIX;1;Geral;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Sim;1;1232,0;1232,0;0,0
33607;3;0026;;MULTAS E TAXAS;MULTAS E TAXAS;1,0;SV;493,01;16013061;R3 VIAGENS TURISMO E EVENTOS;102;BRASFIX;1;Geral;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Geral;2026-01-26 00:00:00;Não;0;493,01;;
33608;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - JOSE FERNANDO;1,0;LOC;738,75;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;738,75;738,75;0,0
33608;2;0046;PASSAGENS;PASSAGENS;PASSAGENS - ILEANDRO OLIVEIRA;1,0;SV;791,94;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2640;3069;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;791,94;791,94;0,0
33608;3;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE -  JHONATAN GARCIA;1,0;SV;350,0;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Sim;1;350,0;350,0;0,0
33608;4;0026;;MULTAS E TAXAS;MULTAS E TAXAS;1,0;SV;158,38;16013061;R3 VIAGENS TURISMO E EVENTOS;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-01-26 00:00:00;Não;0;158,38;;
33609;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - RAPHAEL TAVARES;1,0;LOC;2549,7;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;5459,4;5459,4;0,0
33609;2;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO - MARCOS DIONE;1,0;LOC;2909,7;16013061;R3 VIAGENS TURISMO E EVENTOS;10095;VIBRA - OLIVIA GUEDES II;1;Hélice Contínua;2650;3235;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Sim;2;5459,4;5459,4;0,0
33609;3;0026;;MULTAS E TAXAS;MULTAS E TAXAS - SEGURO/CONDUTOR ADC/PEDÁGIO;1,0;SV;1913,4707;16013061;R3 VIAGENS TURISMO E EVENTOS;10050;FORTES - ARAUCO;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;2095,59;;
33609;3;0026;;MULTAS E TAXAS;MULTAS E TAXAS - SEGURO/CONDUTOR ADC/PEDÁGIO;1,0;SV;182,1193;16013061;R3 VIAGENS TURISMO E EVENTOS;10095;VIBRA - OLIVIA GUEDES II;1;Hélice Contínua;1354;3168;Giovanna Rosa Matricula 3241 Geofix;Hélice Contínua;2026-01-26 00:00:00;Não;0;2095,59;;
33616;1;0025;SERVICO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;1,0;SV;5094,0;16015972;31.939.610 SANDRA HELENA DE LIMA SOUZA;10067;RIO VERDE - ARAUCO;1;Hélice Contínua;1323;3043;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-27 00:00:00;Sim;1;5094,0;5094,0;0,0
33617;1;0025;SERVICO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;SERVIÇO DE LAVANDERIA;1,0;SV;5852,0;16015972;31.939.610 SANDRA HELENA DE LIMA SOUZA;10067;RIO VERDE - ARAUCO;1;Hélice Contínua;1323;3043;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-01-27 00:00:00;Sim;1;5852,0;5852,0;0,0
33626;1;0323;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;HOSPEDAGEM DUPLO;3,0;SV;690,0;17163232;SAIONARA HOTEL LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-02-02 00:00:00;Sim;1;690,0;690,0;0,0
33626;2;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;3,0;SV;570,0;17163232;SAIONARA HOTEL LTDA;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2650;3235;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-02-02 00:00:00;Sim;2;1140,0;1140,0;0,0
33626;3;0322;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;HOSPEDAGEM SINGLE;3,0;SV;570,0;17163232;SAIONARA HOTEL LTDA;10107;CURY - NOVA NORTE;1;Hélice Contínua;2650;3235;Rafael Moura   Matricula 1205 Geofix;Hélice Contínua;2026-02-02 00:00:00;Sim;2;1140,0;1140,0;0,0
33632;1;0031;LOCACAO DE CILINDROS;LOCAÇÃO DE CILINDROS;LOCAÇÃO DE CILINDROS DE OXIGÊNIO;1,0;UN;90,0;16011238;REPROGAS;30030;CYRELA - COUPÉ TOWER;6;Tirantes;1348;3232;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-02-03 00:00:00;Sim;1;90,0;90,0;0,0
33632;2;0005;LOCACAO DE EQUIPAMENTO;LOCAÇÃO DE EQUIPAMENTO;LOCAÇÃO DE CONJUNDO DE MAÇARICO;1,0;LOC;580,0;16011238;REPROGAS;30030;CYRELA - COUPÉ TOWER;6;Tirantes;2140;3059;Rafael Moura   Matricula 1205 Geofix;Tirantes;2026-02-03 00:00:00;Sim;1;580,0;580,0;0,0
33633;1;0006;LOCACAO DE VEICULO;LOCAÇÃO DE VEÍCULO;LOCAÇÃO DE VEÍCULO -RENIVALDO FERREIRA;1,0;LOC;2793,56;5369;VIPTRIP TURISMO LTDA;30032;ÁPIA - SAMARCO MARIANA_MG;6;Tirantes;2160;3058;Giovanna Rosa Matricula 3241 Geofix;Tirantes;2026-02-03 00:00:00;Sim;1;2793,56;2793,56;0,0
